player_id,game_mode,region,snapshot_time,rating
47904181,0,NA,2026-08-05 03:37:49.013995+00,10052
317820207,0,NA,2026-08-05 03:37:49.013998+00,10051
206250011,0,NA,2026-08-05 03:37:49.014+00,10050
45968515,0,NA,2026-08-05 03:37:49.014003+00,10048
8960,0,NA,2026-08-05 03:37:49.014006+00,10047
14621204,0,NA,2026-08-05 03:37:49.014009+00,10046
321471100,0,NA,2026-08-05 03:37:49.014012+00,10043
8522,0,NA,2026-08-05 03:37:49.014015+00,10042
111617746,0,NA,2026-08-05 03:37:49.014024+00,10040
432525931,0,NA,2026-08-05 03:37:49.014027+00,10039
208255893,0,NA,2026-08-05 03:37:49.01403+00,10038
2989,0,NA,2026-08-05 03:37:49.014032+00,10037
19146192,0,NA,2026-08-05 03:37:49.014035+00,10036
72244965,0,NA,2026-08-05 03:37:49.014038+00,10035
3163,0,NA,2026-08-05 03:37:49.01404+00,10033
8232,0,NA,2026-08-05 03:37:49.014043+00,10028
295590277,0,NA,2026-08-05 03:37:49.014045+00,10028
3174271,0,NA,2026-08-05 03:37:49.994492+00,10028
39742945,0,NA,2026-08-05 03:37:49.994516+00,10026
348295753,0,NA,2026-08-05 03:37:49.99452+00,10026
168833523,0,NA,2026-08-05 03:37:49.994523+00,10026
9450,0,NA,2026-08-05 03:37:49.994526+00,10026
10616,0,NA,2026-08-05 03:37:49.99453+00,10025
42393608,0,NA,2026-08-05 03:37:49.994533+00,10024
120767488,0,NA,2026-08-05 03:37:49.994539+00,10022
26298705,0,NA,2026-08-05 03:37:49.994541+00,10020
191149094,0,NA,2026-08-05 03:37:49.994544+00,10018
388438982,0,NA,2026-08-05 03:37:49.994547+00,10018
151837868,0,NA,2026-08-05 03:37:49.99455+00,10016
201153542,0,NA,2026-08-05 03:37:49.994553+00,10016
2404085,0,NA,2026-08-05 03:37:49.994555+00,10015
434761838,0,NA,2026-08-05 03:37:49.994558+00,10015
401348699,0,NA,2026-08-05 03:37:49.994561+00,10014
168570777,0,NA,2026-08-05 03:37:49.994564+00,10014
18532368,0,NA,2026-08-05 03:37:49.994567+00,10013
